"","solID","mape","decomp.rssd","nrmse","nrmse_train","facebook_I_thetas","newsletter_thetas","ooh_S_thetas","print_S_thetas","search_clicks_P_thetas","tv_S_thetas","facebook_I_alphas","newsletter_alphas","ooh_S_alphas","print_S_alphas","search_clicks_P_alphas","tv_S_alphas","facebook_I_gammas","newsletter_gammas","ooh_S_gammas","print_S_gammas","search_clicks_P_gammas","tv_S_gammas","cluster","n","top_sol"
"1","1_138_7",0,0.0234081303408558,0.0516766373338256,0.0516766373338256,0.985461202116771,0.976187463816543,0.0801461989606837,0.0318493706020185,0.568892465012069,0.190080138676143,0.713885152850758,0.813637968959509,0.85708170604685,0.283683703303887,0.946608439913046,0.345911394101265,0.111536892476373,0.953324856773428,0.308321810136469,0.7109019273241,0.933397258990262,0.0339694498586618,2,53,FALSE
"2","1_146_7",0,0.0328697261451899,0.0513148143698693,0.0513148143698693,0.419361974762202,0.474255806604883,0.922501471637509,0.221258687869099,0.131880008061379,0.624052121612314,0.257695093879154,0.680826534768798,0.56844197275149,0.423913845802602,0.144463144498519,0.121177229553355,0.751311990142082,0.12727280598461,0.266998981271622,0.880436259919817,0.498908450543419,0.108734705594479,2,53,FALSE
"3","1_147_3",0,0.0326042263886077,0.0513286103130877,0.0513286103130877,0.707224810977324,0.616687818027647,0.975221643050183,0.779572654837,0.868109178826698,0.200841431323852,0.496371280270043,0.620932654889973,0.701344307988059,0.393945710661241,0.582828427796248,0.602816585711819,0.0325506649121354,0.695505060658484,0.0782938780120311,0.514992665865728,0.581424297966693,0.00102136561544784,2,53,FALSE
"4","1_161_5",0,0.0214223383403535,0.0517870558108464,0.0517870558108464,0.473678929935968,0.433855474228241,0.0379435946482902,0.10174162295632,0.858420748608811,0.167293343436132,0.77281240260385,0.910144401272179,0.38116538006251,0.474292538795546,0.999382201586773,0.906962360978754,0.233258153833453,0.451246969083538,0.142830735933922,0.602815208492332,0.773532316244404,0.620598593287553,3,62,FALSE
"5","1_196_6",0,0.0802997457973716,0.0504192515658415,0.0504192515658415,0.669550302876381,0.627614336854283,0.507474269364224,0.555038587209295,0.939349765390752,0.0124353978737373,0.627458470225112,0.97456767157713,0.0734650515291949,0.0266978911174418,0.69710221428377,0.231124023770427,0.330335373669475,0.543481770181315,0.0870725380988602,0.846958013458393,0.013093304579617,0.0289982257375185,2,53,FALSE
"6","1_208_6",0,0.0736248216303983,0.0504869035945141,0.0504869035945141,0.592398397776417,0.261408742874452,0.532032633022462,0.0106358041100107,0.0312074813962462,0.0340275255555429,0.444657297480035,0.932647946098777,0.0390235987644532,0.501024164359887,0.83368527630116,0.921672667529858,0.14177173716059,0.752479236589352,0.246721322003084,0.602815208492332,0.0966497885605615,0.506745727826158,1,44,FALSE
"7","1_209_1",0,0.0185637386399474,0.0519703855804956,0.0519703855804956,0.538438059682716,0.0121046439264426,0.0528419499688747,0.163680238651174,0.618500513972545,0.0969975323246135,0.661651728402068,0.906632312561359,0.0696843070886793,0.212962167938829,0.937977267560294,0.463734209840544,0.214368835481031,0.406334988733963,0.387826122700032,0.776729298342412,0.998230837957656,0.667818725352251,3,62,FALSE
"8","1_219_2",0,0.0285698560015507,0.0514712354220639,0.0514712354220639,0.627866950288842,0.288614229747334,0.539393934022916,0.480252361536762,0.00466671587552191,0.11089634363299,0.427759507852787,0.92840373957487,0.0573685680182707,0.452282340769195,0.929939870772979,0.795066946131214,0.193896434547296,0.630316920891407,0.266296225728313,0.439193879461046,0.175241723534843,0.453165578036956,1,44,FALSE
"9","1_220_1",0,0.0200726591231934,0.0518661982674157,0.0518661982674157,0.792849858708146,0.120911754653205,0.191555143676265,0.194665240024072,0.54473360825646,0.213820357434366,0.362500811708039,0.724594474160088,0.146417847055946,0.415325174598533,0.933797239594051,0.862656390955642,0.407129212499514,0.698165411430985,0.233200586130456,0.948615330223367,0.872182014996121,0.469996602623007,1,44,FALSE
"10","1_251_4",0,0.0729844460747402,0.0504958759211382,0.0504958759211382,0.67653965193785,0.437095571586255,0.462987176108299,0.0684184302157286,0.602230577103957,0.370980554234981,0.123460105318701,0.775289680489647,0.208928685283315,0.470764056698576,0.869706351265639,0.0562044296942403,0.533948497877827,0.999939160249524,0.0241890737677211,0.791399156187987,0.853976743866216,0.0257406185315231,2,53,FALSE
"11","1_251_7",0,0.0186903183374871,0.0519509869331851,0.0519509869331851,0.567949134976531,0.0121046439264426,0.0528419499688747,0.163680238651174,0.253316176644887,0.145017384904817,0.871184266782562,0.93075810424136,0.0696843070886793,0.212962167938829,0.937977267560294,0.734851764688197,0.0151342142846643,0.406334988733963,0.387826122700032,0.776729298342412,0.998230837957656,0.468294468141317,3,62,FALSE
"12","1_256_2",0,0.018505831496941,0.0519737376395401,0.0519737376395401,0.538438059682716,0.0121046439264426,0.0703363673345445,0.163680238651174,0.618500513972545,0.0969975323246135,0.661651728402068,0.906632312561359,0.0696843070886793,0.0393634015163726,0.937977267560294,0.463734209840544,0.214368835481031,0.406334988733963,0.387826122700032,0.870781441123996,0.998230837957656,0.667818725352251,3,62,FALSE
"13","1_257_1",0,0.0274498011872663,0.0515056227553695,0.0515056227553695,0.885593751648436,1,0.145853127221187,0.249059316453528,0.444238438775386,0.152080359948739,0.811523886625238,0.403658298059611,0.771995010720721,0.451156703888238,0.610579274252187,0.190696426069607,0.756668698451555,0.871617464940433,0.0946959892555776,0.611955602509569,0.914923256283485,8.27616208545398e-05,2,53,FALSE
"14","1_258_5",0,0.0227355104837816,0.0517150619225393,0.0517150619225393,0.750447305404989,0.120911754653205,0.224976122706287,0.57035848605112,0.523500995831071,0.130945366834349,0.106517802718986,0.90650369978411,0.146417847055946,0.248220300098502,0.998265714972491,0.541904643047109,0.222515264487413,0.563950164422104,0.221259746508706,0.948615330223367,0.935055562963525,0.413952770557185,1,44,FALSE
"15","1_260_4",0,0.0183546510481909,0.051979596773177,0.051979596773177,0.538438059682716,0.142861826677857,0.134682231279332,0.314686159991484,0.618500513972545,0.0969975323246135,0.661651728402068,0.906632312561359,0.111209083993887,0.0237633153137591,0.937977267560294,0.463734209840544,0.214368835481031,0.693251472896543,0.224344499020644,0.415829492043295,0.998230837957656,0.667818725352251,3,62,FALSE
"16","1_267_4",0,0.0270001443013537,0.051508877244388,0.051508877244388,0.702177067911011,0.548452928477062,0.580526171226067,0.135084903401518,0.549937492901688,0.0150393705989582,0.145294539395636,0.755103201422722,0.51252731879738,0.191294844718917,0.836703664839219,0.114219432596091,0.118606617243331,0.922799583674228,0.158009684414487,0.863847934448682,0.593350385765934,0.327704721956915,2,53,FALSE
"17","1_272_7",0,0.0336403925994653,0.0512986562030578,0.0512986562030578,0.487237194100492,0.507519093325498,0.462987176108299,0.0684184302157286,0.858579610962038,0.269376076165563,0.783614689497671,0.823971700836359,0.523060713347976,0.470764056698576,0.474426659335516,0.943129877110138,0.407694616769099,0.718300374959106,0.386891927686423,0.791399156187987,0.175391497940055,0.144738212639854,2,53,FALSE
"18","1_282_2",0,0.0263163349018513,0.0515340898908618,0.0515340898908618,0.917857704274701,0.530676190276528,0.730068590421779,0,0.741692249873815,0.108223841962019,1,0.672854452550175,0.848280845762697,0.721304339683206,0.957089318590569,0.39131189581774,0.672568022193083,0.783339616476154,0.0738315922636064,0.91669128831309,0.493673611655844,0.341208103481307,2,53,FALSE
"19","1_283_2",0,0.0257090733304654,0.0515824805579455,0.0515824805579455,0.623546948187769,0.373371837776224,0.0271269345335904,0.0563999441120045,0,0.0335867310355018,0.145973317799022,0.992029803404132,0.174700857983616,0.0581628684568285,0.843907173258225,0.4030561734829,0.277922143621644,0.87667087040322,0.192680755220995,0.389582426490966,0.289155764682791,0.712605957419293,3,62,FALSE
"20","2_141_7",0,0.0281684024561456,0.0514775778178161,0.0514775778178161,0.829550804741159,0.837836645467679,0.827175033967741,0.0191111785097668,0.674518866637974,0.145555359594447,0.856409296072729,0.487350263410562,0.716423936309935,0.37003147690032,0.637763057106961,0.00336798945403469,0.95997212659777,0.800614581758534,0.412892017024477,0.0331981753106833,0.987313006200694,0.834551329845436,2,53,FALSE
"21","2_148_3",0,0.0225421880259319,0.0517158817014006,0.0517158817014006,0.585827441678724,0.0871921588881169,0.0472981842263243,0.323983418651689,0.835080177113427,0.0598070194262575,0.623387646845272,0.993783402807513,0.0288194130834325,0.409488582962761,0.85141867264887,0.274138479611924,0.883189158268425,0.701581640954466,0.777625544522952,0.819167333766137,0.915853235456825,0.884544540385027,3,62,FALSE
"22","2_157_4",0,0.0247729336538239,0.051633713021251,0.051633713021251,0.631170250291626,0.618251119511001,0.544588755113435,0.40279633834076,0.775220704402793,0.105936420318066,0.470016008559807,0.652357639008473,0.625708339218825,0.433950111072422,0.679156809023064,0.394058665529404,0.794869277059641,0.740294996967129,0.332557093130052,0.226039446607298,0.817421170440459,0.845776651253104,2,53,FALSE
"23","2_161_3",0,0.0239967505037938,0.051657092282264,0.051657092282264,0.905629008193952,0.0669053907018785,0.422045509899521,0.154617494085185,0.81903183080653,0.255949899837349,0.983358430353875,0.927265605397413,0.339207227592792,0.585262885918323,0.95395036066418,0.290000763414481,0.730692432049583,0.416412837084686,0.427996497921638,0.323370813920785,0.957343618806661,0.895295541755344,3,62,FALSE
"24","2_204_1",0,0.0182359533620214,0.0519890430992141,0.0519890430992141,0.864434250116441,0.0871921588881169,0.0472981842263243,0.323983418651689,0.821888114144532,0.0289728776227898,0.938042550327971,0.941936774156836,0.0288194130834325,0.409488582962761,0.85141867264887,0.872261563420708,0.787949670629733,1,0.777625544522952,0.819167333766137,0.949706111789881,0.91692610320199,3,62,FALSE
"25","2_214_5",0,0.0240929292669222,0.0516502535685627,0.0516502535685627,0.876722736874721,0.0343985265717368,0.0126642822008133,0.0392637700855347,0.890556520499732,0.234818023509741,0.810502673087091,0.919851153253512,0.0573926478126906,0.755090457044137,0.993566339895048,0.313170379297288,0.714627533993446,0.534314165414462,0.133618087152352,0.742861715091823,0.986441018480775,0.976284664400666,3,62,FALSE
"26","2_218_1",0,0.0200446057638977,0.0518681630539974,0.0518681630539974,0.969608577726028,0.653488694985082,0.401439476303793,0.0612691497040927,0.688868845056313,0.291094012719692,0.54827901348262,0.978953098505687,0.421006769037974,0.0213113469572635,0.982179333561915,0.576890048216957,0.659729248432142,0.768794856016831,0.0953473256288444,0.368007408492834,0.940647475382924,0.693885687457539,3,62,FALSE
"27","2_222_4",0,0.0216665992781451,0.0517569667067554,0.0517569667067554,0.70219087525328,0.193484391247354,0.205974969660518,0.141130703454728,0.743493199313109,0.00244031920924229,0.191491441465559,0.937853318632886,0.377212851617549,0.161826837218669,0.790620315654841,0.437426661364659,0.0149897021758927,0.85886868212449,0.342741094769448,0.690804640902807,0.894626372782216,0.6887729885569,3,62,FALSE
"28","2_229_6",0,0.0701229661034249,0.0505320359622105,0.0505320359622105,0.652482466505623,0.164127452272225,0.0839526013483467,0.181147390993626,0.821888114144532,0.123992590201583,0.750726552403588,0.885369924744921,0.125028191849584,0.80019454953687,0.86403127832754,0.236845687006448,0.53040436243896,0.489886832016462,0.755753098690155,0.819167333766137,0.949706111789881,0.969091190676356,3,62,FALSE
"29","2_260_3",0,0.0202368480248124,0.051836903552484,0.051836903552484,0.951276010095299,0.145639655371809,0.245394368496535,0.0110763098236696,0.531071691152967,0.142340390945527,0.685661312741076,0.972797013891308,0.292989856857899,0.176521953334642,0.931674504134245,0.179216531985778,0.204100033635506,0.8375285259691,0.369998143062258,0.185491381093294,0.946869556354619,0.931686938798706,3,62,FALSE
"30","2_263_4",0,0.0208435048170421,0.0518145805384675,0.0518145805384675,0.979964192794311,0.600712717365355,0.559659430501438,0.294747892929807,0.74684490806557,0.0689470944927131,0.677103057490488,0.919632128837093,0.214972538966004,0.724351652189134,0.976394776705694,0.15268028254147,0.352210783896006,0.889284305137529,0.205397221240291,0.949025106268905,0.887450008719072,0.84133778592816,1,44,FALSE
"31","2_269_1",0,0.0184713994909728,0.0519746375404735,0.0519746375404735,0.898360268629765,0.0297353071689209,0.0543119231177556,0.113649961730519,0.70290376504817,0.0565531953008528,0.539091886637647,0.996470166219009,0.0404537179399964,0.92619900033231,0.821596994678121,0.391707821538351,0.183086731946105,0.851689022259031,0.605277145708373,0.754675798450749,0.896703351902883,0.666160293047022,1,44,FALSE
"32","2_270_3",0,0.0221861006032211,0.0517446462802666,0.0517446462802666,0.595305225164056,0.195971395770892,0.2845212017064,0.0350054938684415,0.880681258067973,0.240333436352124,0.718331751458163,0.931582404831253,0.33118248285055,0.199788932119155,0.872784048055916,0.433799338540273,0.2789783622669,0.757518577685194,0.802042463127187,0.506264478239169,0.959844027331275,0.895051615057704,3,62,FALSE
"33","2_274_4",0,0.0238088877209536,0.0516636560063842,0.0516636560063842,1,0.173486560231106,0.0409278407107377,0.00744729669157848,0.92102680144716,0.181065173039886,0.679167858335419,0.874274367704236,0.111296328721727,0.727551200038315,0.957716985017311,0.65829344292838,0.321701772355825,0.872349539180291,0.358041611465029,0.39609926368966,0.783797207934375,0.81506102703267,3,62,FALSE
"34","2_279_7",0,0.0216299397577906,0.0517827710754946,0.0517827710754946,0.911730836140482,0.132389648694367,0.19907633652593,0.243343189105286,0.947802265165384,0.114258085515762,0.837104205740171,0.877752939083231,0.0938382316196448,0.518947318353339,0.818062792200335,0.495979573698359,0.996835814917229,0.442548211873035,0.236370644994638,0.0149129962173976,0.718362727517019,0.962049259280838,3,62,FALSE
"35","2_281_7",0,0.0327279025309979,0.0513238106066394,0.0513238106066394,0.898360268629765,0.770334918923924,0.960968389962582,0.0116272241860425,0.52012598093039,0.334676895031211,0.539091886637647,0.996470166219009,0.982154141621502,0.752949168565343,0.570755147377974,0.126056228866691,0.183086731946105,0.717648141142789,0.751621749303484,0.0760377267702692,0.856607013464101,0.960767325871278,2,53,FALSE
"36","3_25_1",0,0.0246360779870949,0.0516347621934032,0.0516347621934032,0.735944256484519,0.23978791519564,0.297163456169358,0.767594211919868,0.679454755556567,0.0267511393333243,0.740873326452863,0.810988327746872,0.334937912491981,0.542846290560964,0.527087072096504,0.669885445499264,0.09051997451531,0.64617773963561,0.45821161360836,0.598595454891837,0.663847739260793,0.464228593029971,1,44,FALSE
"37","3_53_3",0,0.031640965346439,0.0513592200789781,0.0513592200789781,0.796557160359733,0.420095653527981,0.987076868463685,0.632865049446001,0.218100479161188,0.346469305056548,0.764302307829401,0.71114043812096,0.520753976281979,0.670458421201583,0.712118486095852,0.399864479716517,0.099165969981882,0.349009691132145,0.384437914285862,0.392197658259424,0.424633997970709,0.468074767566623,2,53,FALSE
"38","3_58_2",0,0.0811247756888657,0.050415969932519,0.050415969932519,0.499127439568907,0.160031035706864,0.732504844171748,0.526057398270013,0.998328574924198,0.0374938695062414,0.951995335105777,0.480992135191074,0.650766739158664,0.68383457666207,0.667416683569639,0.190134270668682,0.255335586265466,0,0.311906725157457,0.440907100297151,0.842350656085071,0.427816860744535,2,53,FALSE
"39","3_60_5",0,0.0338228094455746,0.0512946463533324,0.0512946463533324,0.653745789909749,0.0860390182608298,0.971041009594919,0.534637450738713,0.136017705577737,0.332359353478961,0.404563079540112,0.614237215517902,0.0149483485440047,0.462234439533955,0.670094401590302,0.449856119509396,0.150081707237824,0.636442657557971,0.330163349163235,0.476433926932395,0.167437374944815,0.450355572258876,2,53,FALSE
"40","3_70_4",0,0.0239697420156775,0.0516613092327079,0.0516613092327079,0.678253969936582,0.027534137904115,0.518528723124476,0.536374125360916,0.707422365682623,0.329314583563695,0.678345326955316,0.950878240105229,0.301457415236203,0.832775742798433,0.856191091100825,0.889094825648167,0.289439188692652,0.691328760629317,0.307177754369525,0.650550565824936,0.720165947976365,0.445887619157311,1,44,FALSE
"41","3_76_7",0,0.0315363140252439,0.0513680921250208,0.0513680921250208,0.550133594503511,0.584785570914794,0.81627693225784,0.858567865036166,0.803261263760884,0.114536938481096,0.862930410137587,0.867635439095921,0.872177542921426,0.28262523222201,0.364933259283683,0.587546913513058,0.40305933060659,0.339633140948517,0.951929638324039,0.592074546532933,0.587019512665366,0.453302698178112,2,53,FALSE
"42","3_86_7",0,0.020218934528126,0.0518527961598301,0.0518527961598301,0.784157936523041,0.264618335975544,0.0178880455855772,0.534255296370699,0.930432557733247,0.0539726075784448,0.582183532982075,0.840604579331712,0.226369081843567,0.739342461317833,0.972033584881523,0.862798553382472,0.0841869013877518,0.605593208308871,0.312893486299945,0.42936576449278,0.971441378742483,0.32597945089199,1,44,FALSE
"43","3_108_6",0,0.0197475684879153,0.0518788501336454,0.0518788501336454,0.887902077050097,0.315468460236554,0.0268308547355463,0.331855103418424,0.544898643809192,0.136207281802016,0.68129460768194,0.947165538791779,0.0854570702185132,0.331770428873166,0.801967359145738,0.71989905192755,0.509450759550857,0.98648964756459,0.50822957095033,0.382240175452487,0.889592088843733,0.709651737453357,3,62,FALSE
"44","3_144_4",0,0.0229318372262211,0.0517088948888106,0.0517088948888106,0.699571411301543,0.149696245751054,0.627147796507893,0.0700871650179634,0.799787912854523,0.0936881063117243,0.514960040954854,0.792050036994625,0.119390843616434,0.0928193153384023,0.5704065730065,0.183175022895229,0.231303527036991,0.720424672171406,0.493054788223415,0.130202257858984,0.469723482127053,0.116054227025238,2,53,FALSE
"45","3_150_5",0,0.0745342397477627,0.0504803052732831,0.0504803052732831,0.0859057490726551,0.0753915497681558,0.500005878274991,0.43740362804832,0.0203799792194265,0.216926009349536,0.794048955020307,0.965150779557157,0.0688129188583693,0.997264252894813,0.570206662953195,0.745355010634921,0.185001730834812,0.768410854053312,0.0872561136626941,0.684398182259506,0.393398898041292,0.444442947968447,1,44,FALSE
"46","3_167_6",0,0.0323293058895692,0.0513334098477153,0.0513334098477153,0.539660823975026,0.0753915497681558,0.500005878274991,0.828956975648037,0.954497731583737,0.00464211517757325,0.929848434589901,0.600996455783151,0.0688129188583693,0.48286375336976,0.0404129344904912,0.36790893954552,0.612765761053148,0.709628267592848,0.0872561136626941,0.684980567770878,0.728365908641822,0.465237803217344,2,53,FALSE
"47","3_182_7",0,0.0296020881673698,0.0514327355505225,0.0514327355505225,0.862360866867535,0.0809935435246645,0.00477151462007942,0.838419070946212,0.263978916204021,0.323461501081711,0.706040163218954,0.903648076604554,0.580850600322946,0.98940431774713,0.357431316016962,0.430907458010962,0.206134876482403,0.716083809391949,0.494954091861059,0.904281110762973,0.369396397173632,0.350216027450273,1,44,TRUE
"48","3_200_4",0,0.0349717327624977,0.0512424633109297,0.0512424633109297,0.96019608429555,0.762493318270311,0.685942732245123,0.0290209692465073,0.306546120532626,0.22620925494068,0.497034411123958,0.656324327214201,0.00734459643724276,0.953520526904208,0.690619700771761,0.648522930297175,0.622447746407698,0.725231130264566,0.333517669819446,0.00642201619852824,0.15301548975303,0.238369388522438,2,53,FALSE
"49","3_206_5",0,0.0228268790000271,0.0517111187920052,0.0517111187920052,0.74149743003408,0.188673011990641,0.381561833203768,0.374979783231838,0.352117563662322,0.0552903125028392,0.755711762782438,0.895354929298605,0.766543224289368,0.682634998606868,0.931931189066729,0.842690382007783,0.673838628522275,0.8325382891667,0.15219089284421,0.12703126698906,0.489454513048782,0.305524810842978,1,44,FALSE
"50","3_206_6",0,0.0206712299008696,0.051836370663985,0.051836370663985,0.511133551744015,0.239815762467746,0.0105710327151793,0.0323020116635888,0.853382942181655,0.552775961242821,0.536865450291962,0.978001597695515,0.372307003279035,0.495469222208037,0.923394410833777,0.850055004620814,0.130948289417702,0.604266735809496,0.149709452822574,0.854588368340365,0.661590540484779,0.61718913742721,1,44,FALSE
"51","3_208_7",0,0.0208518370023674,0.0518130553706256,0.0518130553706256,0.427143735752427,0.11896610941276,0.171984981905268,0.0212198852390758,0.81115218538516,0.160905069381367,0.738846390829246,0.852351201059042,0.550035819998845,0.248925490212552,0.73927082166071,0.96187612602007,0.140801618484164,0.991889825296515,0.215620190901621,0.0241699203913855,0.783411067013442,0.240860424619251,3,62,FALSE
"52","3_213_4",0,0.0218991542676655,0.0517521116586248,0.0517521116586248,0.762248800467672,0.305290289861177,0.358788732636019,0.0952508262735371,0.506892395153343,0.00719419028370377,0.142760100475727,0.886959962667839,0.0644657961281123,0.283477615483148,0.956144975399288,0.637200158733445,0.366793317254023,0.497064924107213,0.393006045689741,0.00384091523915563,0.458472080801731,0.484201359708924,3,62,FALSE
