"","facebook_I_alphas","facebook_I_gammas","facebook_I_thetas","newsletter_alphas","newsletter_gammas","newsletter_thetas","ooh_S_alphas","ooh_S_gammas","ooh_S_thetas","print_S_alphas","print_S_gammas","print_S_thetas","search_clicks_P_alphas","search_clicks_P_gammas","search_clicks_P_thetas","tv_S_alphas","tv_S_gammas","tv_S_thetas","train_size","tv_S_inflexion","ooh_S_inflexion","print_S_inflexion","facebook_I_inflexion","search_clicks_P_inflexion","newsletter_inflexion","tv_S_inflation","ooh_S_inflation","print_S_inflation","facebook_I_inflation","search_clicks_P_inflation","newsletter_inflation","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"1",1.66008159533758,0.493529037871338,0.032160468385051,1.29601704213376,0.625876500650382,0.395658750076115,0.511409289022015,0.309436940531056,0.392652654278071,0.883235107023885,0.873136621202484,0.100657733300675,2.93157679626178,0.775950964497962,0.256968594553567,0.966177429776433,0.889143019131541,0.337425108599363,1,141223.04470433,158321.444728751,24446.2396479058,6250.52558634922,17572.0710415512,84272.8517870135,1.50889414936151,1.64635689072409,1.11187342395147,1.03239324655009,1.34417848409917,1.64640727365208,0.94729564476785,NA,NA,0.0516766373338256,NA,NA,0.0516766373338256,0.0234081303408558,0,37078.6687599337,0.000466296651105913,65481090.2533626,1e-04,1,0.0573132038116455,93.0475299358368,"1_138_7",1,138,7,966,FALSE,TRUE,1,0.0180987688597811,2,FALSE
"2",1.60468473984713,0.515732697266497,0.0235359552579172,1.28225868880892,0.596738758594841,0.388116394168344,0.507580102010723,0.308185900204,0.399203980594165,0.886763779253185,0.879099991227452,0.102686157623885,2.83007729324268,0.760477580992229,0.250295615781592,0.960471120530573,0.891779112786115,0.342224580745096,1,141685.000394764,158358.192486943,24613.2079928667,6531.28253674818,17088.0643036767,79646.386775399,1.51988737187345,1.66429920667531,1.1143847276102,1.02349693106741,1.33231079823786,1.62639536615038,0.948031098438302,NA,NA,0.0513148143698693,NA,NA,0.0513148143698693,0.0328697261451899,0,29299.91770407,0.000347490916829596,65481090.2533626,1e-04,1,0.0527360439300537,97.1118319034576,"1_146_7",1,146,7,1022,FALSE,TRUE,1,0.0394432647339869,2,FALSE
"3",1.63366807682803,0.490787788172586,0.0279215411937134,1.27605409380255,0.616782295619554,0.390256671449873,0.509343226893247,0.302472891182497,0.399614005980802,0.886009677999682,0.866245513074076,0.108665259639172,2.88554587063121,0.763416205250573,0.261537495846306,0.972700605605732,0.887981326645518,0.337544122098726,1,141039.576038178,155464.745926026,24253.3223476481,6215.57995680719,17381.4470579641,82526.2621886978,1.50916483152779,1.66543515655548,1.12185340604627,1.02800100331376,1.35242561187522,1.63202449785893,0.948003151094015,NA,NA,0.0513286103130877,NA,NA,0.0513286103130877,0.0326042263886077,0,29773.0147474862,0.000354716580849869,65481090.2533626,1e-04,1,0.0538821220397949,97.3095419406891,"1_147_3",1,147,3,1025,FALSE,TRUE,1,0.0388298227246474,2,FALSE
"4",1.66723735043312,0.497753424594395,0.0243634732446688,1.30601444636306,0.60816645929242,0.387509312145924,0.505095630839493,0.30442673156709,0.392324428123136,0.888031480274841,0.869334670946688,0.101406224170739,2.93825452735733,0.770257718733885,0.261389557982866,0.980423284767516,0.909826548497707,0.337173100190191,1,144505.960485994,155724.941025961,24339.793656344,6303.62746426789,17534.1502274163,81114.6098190306,1.50832130563471,1.64546812968347,1.11279878359868,1.02434370698755,1.35215700590566,1.62480574440315,0.9470701752987,NA,NA,0.0517870558108464,NA,NA,0.0517870558108464,0.0214223383403535,0,38875.118885682,0.000493734034658563,65481090.2533626,1e-04,1,0.0573689937591553,103.801342964172,"1_161_5",1,161,5,1125,FALSE,TRUE,1,0.0141477053371514,3,FALSE
"5",1.64958648183439,0.50112252966293,0.027347570635242,1.31268825514013,0.61141990299535,0.390420860523503,0.501013579876036,0.302738663349792,0.395976151766659,0.87676846096172,0.877922393932675,0.106260676956879,2.90000551105159,0.743176320475847,0.262625306764013,0.963262820714013,0.888967742363847,0.335460463371465,1,141178.138134226,155229.544866822,24580.2469002075,6346.4352753223,16942.4022489538,81824.3822248179,1.50443975565952,1.65541048513261,1.11883780753161,1.02740921573908,1.35440396537187,1.63245794013122,0.949507618326796,NA,NA,0.0504192515658415,NA,NA,0.0504192515658415,0.0802997457973716,0,20111.944441621,0.000207161974288931,65481090.2533626,1e-04,1,0.0557861328125,120.186765909195,"1_196_6",1,196,6,1371,FALSE,TRUE,1,0.151260701858883,2,FALSE
"6",1.62738825556688,0.494578350662166,0.0261721625333312,1.30834565920382,0.618791973872293,0.384918013899809,0.500556668548995,0.307571998150823,0.396167151763137,0.888704139826433,0.869334670946688,0.100430552743376,2.9172880569879,0.746152004764815,0.248758392705516,0.980796799664331,0.905812293303312,0.335699259467643,1,143855.339006275,157727.54565392,24339.7914368523,6263.50022052112,16736.3035678765,82285.2305398032,1.50497977085959,1.65593381525623,1.11159286382483,1.02619949791893,1.3296062450318,1.61805531484024,0.949372027112559,NA,NA,0.0504869035945141,NA,NA,0.0504869035945141,0.0736248216303983,0,25550.7000228844,0.000290228696149678,65481090.2533626,1e-04,1,0.0553548336029053,125.689957857132,"1_208_6",1,208,6,1455,FALSE,TRUE,1,0.135480214026111,1,FALSE
"7",1.65373869634395,0.497097862987771,0.0253500776023758,1.30565061807006,0.606582256823121,0.381171806191019,0.500963423311175,0.311843917592504,0.392440298457714,0.881455510188217,0.875452098929873,0.102069537868471,2.93048465035096,0.778259872833248,0.257726086593822,0.96916911296879,0.911491448714777,0.336395670308408,1,144763.444859274,159531.042735759,24511.0721135961,6295.36976584756,17640.0353656809,80315.2589324873,1.50655685078067,1.64578177043339,1.11362012246752,1.02535515055954,1.3455389050009,1.60839485407916,0.946694761475742,NA,NA,0.0519703855804956,NA,NA,0.0519703855804956,0.0185637386399474,0,42465.4026935004,0.000548568840527136,65481090.2533626,1e-04,1,0.057142972946167,125.840664863586,"1_209_1",1,209,1,1457,FALSE,TRUE,1,0.00985759569551392,3,FALSE
"8",1.62533629412739,0.49638735984535,0.0267125253919299,1.30790598852866,0.614482882162739,0.385326821476879,0.50080003877799,0.308164624421367,0.396224403479283,0.887477628063376,0.863579290817771,0.105459775494459,2.92946763786688,0.748950887329045,0.24835312745027,0.977582106428662,0.903923149857197,0.336549382898981,1,143562.802722503,158037.373590671,24178.6636171493,6286.43595138883,16791.2013506548,81750.7298860282,1.50690539008272,1.65609074640366,1.11783697685025,1.02675527091768,1.32889504119681,1.61911654566649,0.947713785784055,NA,NA,0.0514712354220639,NA,NA,0.0514712354220639,0.0285698560015507,0,32644.3892503851,0.000398571404554768,65481090.2533626,1e-04,1,0.0540909767150879,130.484211921692,"1_219_2",1,219,2,1528,FALSE,TRUE,1,0.0295343587483551,1,FALSE
"9",1.61741168794904,0.503787691603822,0.0292260374948599,1.28679274702548,0.616876135486561,0.382806813552293,0.501981394992407,0.307162660593526,0.393519125201965,0.886547658774204,0.881498189975478,0.102401362782611,2.92995573026178,0.773770915372866,0.256599699947197,0.979298295307643,0.904516582684713,0.33768766130586,1,143667.182442124,157246.087196095,24680.3525131078,6380.28563057915,17515.1229153583,81831.5124685978,1.50949142347199,1.64870770997417,1.11403145356858,1.02934859583226,1.34351695226516,1.612596876962,0.946908273944823,NA,NA,0.0518661982674157,NA,NA,0.0518661982674157,0.0200726591231934,0,40374.8082804282,0.000516638958398849,65481090.2533626,1e-04,1,0.0721170902252197,130.888199806213,"1_220_1",1,220,1,1534,FALSE,TRUE,1,0.0118058429857143,1,FALSE
"10",1.58838408594904,0.508189007359236,0.0274540532619936,1.29204442256688,0.627520750004268,0.387557999984395,0.502810683763819,0.30083487912339,0.395630158247977,0.887942691541083,0.875968111168854,0.10104935907214,2.92184598586688,0.773122573835541,0.257477652157643,0.958821371862802,0.888852884765885,0.33942575965465,1,141194.687980906,154218.502044896,24525.5171197881,6435.93364973372,17518.4821568127,83700.7166647434,1.51345730852827,1.65446332183889,1.11235739971713,1.02751895099574,1.3450924277402,1.62493311709831,0.949354030719811,NA,NA,0.0504958759211382,NA,NA,0.0504958759211382,0.0729844460747402,0,26329.7478602556,0.000302127180840932,65481090.2533626,1e-04,1,0.0551178455352783,145.321113824844,"1_251_4",1,251,4,1754,FALSE,TRUE,1,0.133966445599779,2,FALSE
